player_name,team,player_role,runs_scored,balls_faced,fours,sixes,strike_rate,out_status,dismissal_type,overs_bowled,runs_conceded,wickets_taken,maidens,economy_rate,catches,run_outs,stumpings,match_id,match_date,venue,batting_team,opposition,match_result,toss_winner,toss_decision
D'Arcy Short,Lumbini Lions (NPL),All-rounder,45,41,3,1,109.75,Yes,c Martin Guptill b Subash Bhandari,0,0,0,0,0,1,0,0,31,2025-12-11,"Tribhuvan University International Cricket Ground, Kirtipur","Lumbini Lions (NPL)","Biratnagar Kings (NPL)",Win,"Biratnagar Kings (NPL)",Bat
Dinesh Adhikari,Lumbini Lions (NPL),Batsman,1,5,0,0,20.00,Yes,c Sam Heazlett b Subash Bhandari,0,0,0,0,0,0,0,0,31,2025-12-11,"Tribhuvan University International Cricket Ground, Kirtipur","Lumbini Lions (NPL)","Biratnagar Kings (NPL)",Win,"Biratnagar Kings (NPL)",Bat
Rohit Paudel,Lumbini Lions (NPL),All-rounder,34,30,2,2,113.33,Yes,b Subash Bhandari,4,25,0,0,6.25,0,0,0,31,2025-12-11,"Tribhuvan University International Cricket Ground, Kirtipur","Lumbini Lions (NPL)","Biratnagar Kings (NPL)",Win,"Biratnagar Kings (NPL)",Bat
Niroshan Dickwella,Lumbini Lions (NPL),Wicket-keeper,29,22,4,0,131.81,Yes,c Sam Heazlett b Sandeep Lamichhane,0,0,0,0,0,1,0,1,31,2025-12-11,"Tribhuvan University International Cricket Ground, Kirtipur","Lumbini Lions (NPL)","Biratnagar Kings (NPL)",Win,"Biratnagar Kings (NPL)",Bat
Sundeep Jora,Lumbini Lions (NPL),Batsman,0,2,0,0,0.00,Yes,c Marchant de Lange b Sandeep Lamichhane,0,0,0,0,0,1,0,0,31,2025-12-11,"Tribhuvan University International Cricket Ground, Kirtipur","Lumbini Lions (NPL)","Biratnagar Kings (NPL)",Win,"Biratnagar Kings (NPL)",Bat
JJ Smit,Lumbini Lions (NPL),All-rounder,0,2,0,0,0.00,Yes,c Basir Ahamad b Pratis GC,2.5,15,2,0,5.29,1,1,0,31,2025-12-11,"Tribhuvan University International Cricket Ground, Kirtipur","Lumbini Lions (NPL)","Biratnagar Kings (NPL)",Win,"Biratnagar Kings (NPL)",Bat
Dilip Nath,Lumbini Lions (NPL),Wicket-keeper,1,2,0,0,50.00,Yes,c Marchant de Lange b Pratis GC,0,0,0,0,0,0,0,0,31,2025-12-11,"Tribhuvan University International Cricket Ground, Kirtipur","Lumbini Lions (NPL)","Biratnagar Kings (NPL)",Win,"Biratnagar Kings (NPL)",Bat
Ruben Trumpelmann,Lumbini Lions (NPL),Bowler,11,8,1,0,137.50,No,not out,3,9,2,0,3.00,3,0,0,31,2025-12-11,"Tribhuvan University International Cricket Ground, Kirtipur","Lumbini Lions (NPL)","Biratnagar Kings (NPL)",Win,"Biratnagar Kings (NPL)",Bat
Sher Malla,Lumbini Lions (NPL),Bowler,7,7,0,0,100.00,Yes,c Marchant de Lange b Pratis GC,4,31,1,0,7.75,0,0,0,31,2025-12-11,"Tribhuvan University International Cricket Ground, Kirtipur","Lumbini Lions (NPL)","Biratnagar Kings (NPL)",Win,"Biratnagar Kings (NPL)",Bat
Abhishesh Gautam,Lumbini Lions (NPL),Bowler,2,1,0,0,200.00,No,not out,4,22,2,0,5.50,1,0,0,31,2025-12-11,"Tribhuvan University International Cricket Ground, Kirtipur","Lumbini Lions (NPL)","Biratnagar Kings (NPL)",Win,"Biratnagar Kings (NPL)",Bat
Tilak Bhandari,Lumbini Lions (NPL),Bowler,0,0,0,0,0,No,did not bat,4,15,3,0,3.75,0,0,0,31,2025-12-11,"Tribhuvan University International Cricket Ground, Kirtipur","Lumbini Lions (NPL)","Biratnagar Kings (NPL)",Win,"Biratnagar Kings (NPL)",Bat
Martin Guptill,Biratnagar Kings (NPL),Batsman,2,3,0,0,66.66,Yes,c JJ Smit b Ruben Trumpelmann,0,0,0,0,0,0,0,0,31,2025-12-11,"Tribhuvan University International Cricket Ground, Kirtipur","Biratnagar Kings (NPL)","Lumbini Lions (NPL)",Loss,"Biratnagar Kings (NPL)",Field
Faf du Plessis,Biratnagar Kings (NPL),Batsman,3,4,0,0,75.00,Yes,b Sher Malla,0,0,0,0,0,1,0,0,31,2025-12-11,"Tribhuvan University International Cricket Ground, Kirtipur","Biratnagar Kings (NPL)","Lumbini Lions (NPL)",Loss,"Biratnagar Kings (NPL)",Field
Lokesh Bam,Biratnagar Kings (NPL),Wicket-keeper,0,1,0,0,0.00,Yes,lbw b Ruben Trumpelmann,0,0,0,0,0,3,0,1,31,2025-12-11,"Tribhuvan University International Cricket Ground, Kirtipur","Biratnagar Kings (NPL)","Lumbini Lions (NPL)",Loss,"Biratnagar Kings (NPL)",Field
Sam Heazlett,Biratnagar Kings (NPL),All-rounder,34,28,2,2,121.42,Yes,c sub (Durgesh Gupta) b JJ Smit,1,11,0,0,11.00,3,0,0,31,2025-12-11,"Tribhuvan University International Cricket Ground, Kirtipur","Biratnagar Kings (NPL)","Lumbini Lions (NPL)",Loss,"Biratnagar Kings (NPL)",Field
Shankar Rana,Biratnagar Kings (NPL),All-rounder,7,14,0,0,50.00,Yes,b Tilak Bhandari,0,0,0,0,0,1,0,0,31,2025-12-11,"Tribhuvan University International Cricket Ground, Kirtipur","Biratnagar Kings (NPL)","Lumbini Lions (NPL)",Loss,"Biratnagar Kings (NPL)",Field
Marchant de Lange,Biratnagar Kings (NPL),Bowler,17,20,1,0,85.00,Yes,st †Niroshan Dickwella b Abhishesh Gautam,4,37,0,0,9.25,2,0,0,31,2025-12-11,"Tribhuvan University International Cricket Ground, Kirtipur","Biratnagar Kings (NPL)","Lumbini Lions (NPL)",Loss,"Biratnagar Kings (NPL)",Field
Basir Ahamad,Biratnagar Kings (NPL),All-rounder,3,6,0,0,50.00,Yes,c Ruben Trumpelmann b Tilak Bhandari,0,0,0,0,0,1,0,0,31,2025-12-11,"Tribhuvan University International Cricket Ground, Kirtipur","Biratnagar Kings (NPL)","Lumbini Lions (NPL)",Loss,"Biratnagar Kings (NPL)",Field
Sandeep Lamichhane,Biratnagar Kings (NPL),All-rounder,3,4,0,0,75.00,Yes,c Sundeep Jora b Abhishesh Gautam,4,18,2,0,4.50,0,0,0,31,2025-12-11,"Tribhuvan University International Cricket Ground, Kirtipur","Biratnagar Kings (NPL)","Lumbini Lions (NPL)",Loss,"Biratnagar Kings (NPL)",Field
Naren Bh

