player_name,team,player_role,runs_scored,balls_faced,fours,sixes,strike_rate,out_status,dismissal_type,overs_bowled,runs_conceded,wickets_taken,maidens,economy_rate,catches,run_outs,stumpings,match_id,match_date,venue,batting_team,opposition,match_result,toss_winner,toss_decision
Josh Brown,Sudur Paschim Royals (NPL),Batsman,0,2,0,0,0.00,Yes,lbw b Karan KC,0,0,0,0,0,1,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur","Sudur Paschim Royals (NPL)","Kathmandu Gorkhas (NPL)",Win,"Kathmandu Gorkhas (NPL)",Field
Binod Bhandari,Sudur Paschim Royals (NPL),Wicket-keeper,0,2,0,0,0.00,Yes,c Sharki b Karan KC,0,0,0,0,0,1,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur","Sudur Paschim Royals (NPL)","Kathmandu Gorkhas (NPL)",Win,"Kathmandu Gorkhas (NPL)",Field
Chris Lynn,Sudur Paschim Royals (NPL),Batsman,2,10,0,0,20.00,Yes,c Milind Kumar b Karan KC,0,0,0,0,0,0,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur","Sudur Paschim Royals (NPL)","Kathmandu Gorkhas (NPL)",Win,"Kathmandu Gorkhas (NPL)",Field
Aarif Sheikh,Sudur Paschim Royals (NPL),Batsman,25,24,3,0,104.16,Yes,lbw b Rashid Khan,0,0,0,0,0,1,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur","Sudur Paschim Royals (NPL)","Kathmandu Gorkhas (NPL)",Win,"Kathmandu Gorkhas (NPL)",Field
Ishan Pandey,Sudur Paschim Royals (NPL),Batsman,11,9,1,1,122.22,Yes,c Mohammad Aadil Alam b Milind Kumar,2,9,1,0,4.50,0,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur","Sudur Paschim Royals (NPL)","Kathmandu Gorkhas (NPL)",Win,"Kathmandu Gorkhas (NPL)",Field
Dipendra Singh Airee,Sudur Paschim Royals (NPL),All-rounder,39,30,3,1,130.00,Yes,c Mohammad Aadil Alam b Rashid Khan,2,26,0,0,13.00,1,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur","Sudur Paschim Royals (NPL)","Kathmandu Gorkhas (NPL)",Win,"Kathmandu Gorkhas (NPL)",Field
Naren Saud,Sudur Paschim Royals (NPL),All-rounder,6,12,0,0,50.00,Yes,c Sharki b Milind Kumar,2,11,1,0,5.50,0,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur","Sudur Paschim Royals (NPL)","Kathmandu Gorkhas (NPL)",Win,"Kathmandu Gorkhas (NPL)",Field
Harmeet Singh,Sudur Paschim Royals (NPL),All-rounder,53,20,2,6,265.00,Yes,c Shahab Alam b Sunny Patel,4,21,2,0,5.25,0,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur","Sudur Paschim Royals (NPL)","Kathmandu Gorkhas (NPL)",Win,"Kathmandu Gorkhas (NPL)",Field
Scott Kuggeleijn,Sudur Paschim Royals (NPL),All-rounder,1,3,0,0,33.33,Yes,b Sunny Patel,3,18,2,0,6.00,1,1,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur","Sudur Paschim Royals (NPL)","Kathmandu Gorkhas (NPL)",Win,"Kathmandu Gorkhas (NPL)",Field
Hemant Dhami,Sudur Paschim Royals (NPL),All-rounder,3,5,0,0,60.00,No,not out,3,26,2,0,8.66,2,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur","Sudur Paschim Royals (NPL)","Kathmandu Gorkhas (NPL)",Win,"Kathmandu Gorkhas (NPL)",Field
Abinash Bohara,Sudur Paschim Royals (NPL),Bowler,1,3,0,0,33.33,Yes,b Karan KC,0.5,6,1,0,7.20,1,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur","Sudur Paschim Royals (NPL)","Kathmandu Gorkhas (NPL)",Win,"Kathmandu Gorkhas (NPL)",Field
Aakash Tripathi,Kathmandu Gorkhas (NPL),Batsman,34,30,1,2,113.33,Yes,c Brown b Harmeet Singh,0,0,0,0,0,0,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gorkhas (NPL)","Sudur Paschim Royals (NPL)",Loss,"Kathmandu Gorkhas (NPL)",Field
Ben Charlesworth,Kathmandu Gorkhas (NPL),Batsman,8,8,2,0,100.00,Yes,c †Bhandari b Dhami,0,0,0,0,0,0,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gorkhas (NPL)","Sudur Paschim Royals (NPL)",Loss,"Kathmandu Gorkhas (NPL)",Field
Bhim Sharki,Kathmandu Gorkhas (NPL),Batsman,12,10,0,1,120.00,Yes,c Aarif Sheikh b Dhami,0,0,0,0,0,2,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gorkhas (NPL)","Sudur Paschim Royals (NPL)",Loss,"Kathmandu Gorkhas (NPL)",Field
Santosh Yadav,Kathmandu Gorkhas (NPL),All-rounder,1,3,0,0,33.33,Yes,run out (Kuggeleijn/†Bhandari),1,9,0,0,9.00,0,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gorkhas (NPL)","Sudur Paschim Royals (NPL)",Loss,"Kathmandu Gorkhas (NPL)",Field
John Simpson,Kathmandu Gorkhas (NPL),Wicket-keeper,24,18,2,1,133.33,Yes,lbw b Pandey,0,0,0,0,0,3,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gorkhas (NPL)","Sudur Paschim Royals (NPL)",Loss,"Kathmandu Gorkhas (NPL)",Field
Milind Kumar,Kathmandu Gorkhas (NPL),All-rounder,11,14,1,0,78.57,Yes,c Kuggeleijn b Saud,4,40,2,0,10.00,1,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gorkhas (NPL)","Sudur Paschim Royals (NPL)",Loss,"Kathmandu Gorkhas (NPL)",Field
Mohammad Aadil Alam,Kathmandu Gorkhas (NPL),All-rounder,0,1,0,0,0.00,Yes,lbw b Harmeet Singh,0,0,0,0,0,2,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gorkhas (NPL)","Sudur Paschim Royals (NPL)",Loss,"Kathmandu Gorkhas (NPL)",Field
Rashid Khan,Kathmandu Gorkhas (NPL),Bowler,6,8,0,0,75.00,Yes,lbw b Kuggeleijn,4,23,2,0,5.75,0,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gorkhas (NPL)","Sudur Paschim Royals (NPL)",Loss,"Kathmandu Gorkhas (NPL)",Field
Sunny Patel,Kathmandu Gorkhas (NPL),All-rounder,10,7,1,0,142.85,Yes,c Airee b Bohara,4,27,2,0,6.75,0,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gorkhas (NPL)","Sudur Paschim Royals (NPL)",Loss,"Kathmandu Gorkhas (NPL)",Field
Karan KC,Kathmandu Gorkhas (NPL),All-rounder,1,2,0,0,50.00,Yes,c Dhami b Kuggeleijn,4,30,4,0,7.50,1,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gorkhas (NPL)","Sudur Paschim Royals (NPL)",Loss,"Kathmandu Gorkhas (NPL)",Field
Shahab Alam,Kathmandu Gorkhas (NPL),Bowler,0,1,0,0,0.00,No,not out,3,13,0,0,4.33,1,0,0,4,2025-11-19,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gorkhas (NPL)","Sudur Paschim Royals (NPL)",Loss,"Kathmandu Gorkhas (NPL)",Field

