player_name,team,player_role,runs_scored,balls_faced,fours,sixes,strike_rate,out_status,dismissal_type,overs_bowled,runs_conceded,wickets_taken,maidens,economy_rate,catches,run_outs,stumpings,match_id,match_date,venue,batting_team,opposition,match_result,toss_winner,toss_decision
Lokesh Bam,Biratnagar Kings (NPL),Batsman,5,6,1,0,83.33,Yes,b Rajbanshi,0,0,0,0,0,0,0,0,1,2024-11-30,"Tribhuvan University International Cricket Ground, Kirtipur","Biratnagar Kings (NPL)","Janakpur Bolts (NPL)",Loss,"Janakpur Bolts (NPL)",Bowl
Martin Guptill,Biratnagar Kings (NPL),Batsman,55,43,7,1,127.90,Yes,c Sah b Thaker,0,0,0,0,0,0,0,0,1,2024-11-30,"Tribhuvan University International Cricket Ground, Kirtipur","Biratnagar Kings (NPL)","Janakpur Bolts (NPL)",Loss,"Janakpur Bolts (NPL)",Bowl
Aqib Ilyas,Biratnagar Kings (NPL),All-rounder,15,18,1,0,83.33,Yes,lbw b Mohammad Mohsin,3,19,0,0,6.33,0,0,0,1,2024-11-30,"Tribhuvan University International Cricket Ground, Kirtipur","Biratnagar Kings (NPL)","Janakpur Bolts (NPL)",Loss,"Janakpur Bolts (NPL)",Bowl
Nicholas Kirton,Biratnagar Kings (NPL),Batsman,9,13,1,0,69.23,Yes,b Thaker,0.3,6,0,0,12.00,0,0,0,1,2024-11-30,"Tribhuvan University International Cricket Ground, Kirtipur","Biratnagar Kings (NPL)","Janakpur Bolts (NPL)",Loss,"Janakpur Bolts (NPL)",Bowl
Basir Ahamad,Biratnagar Kings (NPL),All-rounder,7,9,0,0,77.77,Yes,c Sah b Rajbanshi,0,0,0,0,0,0,0,0,1,2024-11-30,"Tribhuvan University International Cricket Ground, Kirtipur","Biratnagar Kings (NPL)","Janakpur Bolts (NPL)",Loss,"Janakpur Bolts (NPL)",Bowl
Rajesh Pulami,Biratnagar Kings (NPL),Batsman,1,6,0,0,16.66,Yes,run out (Milantha),0,0,0,0,0,0,0,0,1,2024-11-30,"Tribhuvan University International Cricket Ground, Kirtipur","Biratnagar Kings (NPL)","Janakpur Bolts (NPL)",Loss,"Janakpur Bolts (NPL)",Bowl
Pratis GC,Biratnagar Kings (NPL),Bowler,2,3,0,0,66.66,Yes,b Rajbanshi,2,14,1,0,7.00,0,0,0,1,2024-11-30,"Tribhuvan University International Cricket Ground, Kirtipur","Biratnagar Kings (NPL)","Janakpur Bolts (NPL)",Loss,"Janakpur Bolts (NPL)",Bowl
Sandeep Lamichhane,Biratnagar Kings (NPL),Bowler,7,4,0,1,175.00,Yes,c Yadav b Mahato,4,30,0,0,7.50,0,0,0,1,2024-11-30,"Tribhuvan University International Cricket Ground, Kirtipur","Biratnagar Kings (NPL)","Janakpur Bolts (NPL)",Loss,"Janakpur Bolts (NPL)",Bowl
Chris Sole,Biratnagar Kings (NPL),Bowler,4,5,0,0,80.00,Yes,c Mohammad Mohsin b Mike,3,31,1,0,10.33,0,0,0,1,2024-11-30,"Tribhuvan University International Cricket Ground, Kirtipur","Biratnagar Kings (NPL)","Janakpur Bolts (NPL)",Loss,"Janakpur Bolts (NPL)",Bowl
Jitendra Mukhiya,Biratnagar Kings (NPL),Bowler,0,1,0,0,0.00,Yes,b Mahato,2,12,0,0,6.00,0,0,0,1,2024-11-30,"Tribhuvan University International Cricket Ground, Kirtipur","Biratnagar Kings (NPL)","Janakpur Bolts (NPL)",Loss,"Janakpur Bolts (NPL)",Bowl
Anil Kharel,Biratnagar Kings (NPL),Bowler,7,7,1,0,100.00,No,not out,1,11,0,0,11.00,0,0,0,1,2024-11-30,"Tribhuvan University International Cricket Ground, Kirtipur","Biratnagar Kings (NPL)","Janakpur Bolts (NPL)",Loss,"Janakpur Bolts (NPL)",Bowl
Anil Sah,Janakpur Bolts (NPL),Batsman,5,4,0,0,125.00,Yes,b Pratis GC,0,0,0,0,0,2,0,0,1,2024-11-30,"Tribhuvan University International Cricket Ground, Kirtipur","Janakpur Bolts (NPL)","Biratnagar Kings (NPL)",Win,"Janakpur Bolts (NPL)",Bowl
Aasif Sheikh,Janakpur Bolts (NPL),Wicket-keeper,0,3,0,0,0.00,Yes,b Sole,0,0,0,0,0,0,0,0,1,2024-11-30,"Tribhuvan University International Cricket Ground, Kirtipur","Janakpur Bolts (NPL)","Biratnagar Kings (NPL)",Win,"Janakpur Bolts (NPL)",Bowl
Lahiru Milantha,Janakpur Bolts (NPL),Wicket-keeper,75,53,9,3,141.50,No,not out,0,0,0,0,0,0,1,0,1,2024-11-30,"Tribhuvan University International Cricket Ground, Kirtipur","Janakpur Bolts (NPL)","Biratnagar Kings (NPL)",Win,"Janakpur Bolts (NPL)",Bowl
Harsh Thaker,Janakpur Bolts (NPL),All-rounder,29,33,2,0,87.87,No,not out,4,22,2,0,5.50,1,0,0,1,2024-11-30,"Tribhuvan University International Cricket Ground, Kirtipur","Janakpur Bolts (NPL)","Biratnagar Kings (NPL)",Win,"Janakpur Bolts (NPL)",Bowl
Kishor Mahato,Janakpur Bolts (NPL),Bowler,0,0,0,0,0,No,did not bat,3,18,2,0,6.00,0,0,0,1,2024-11-30,"Tribhuvan University International Cricket Ground, Kirtipur","Janakpur Bolts (NPL)","Biratnagar Kings (NPL)",Win,"Janakpur Bolts (NPL)",Bowl
Lalit Rajbanshi,Janakpur Bolts (NPL),Bowler,0,0,0,0,0,No,did not bat,4,28,3,0,7.00,0,0,0,1,2024-11-30,"Tribhuvan University International Cricket Ground, Kirtipur","Janakpur Bolts (NPL)","Biratnagar Kings (NPL)",Win,"Janakpur Bolts (NPL)",Bowl
Ben Mike,Janakpur Bolts (NPL),All-rounder,0,0,0,0,0,No,did not bat,3,29,1,0,9.66,0,0,0,1,2024-11-30,"Tribhuvan University International Cricket Ground, Kirtipur","Janakpur Bolts (NPL)","Biratnagar Kings (NPL)",Win,"Janakpur Bolts (NPL)",Bowl
Mohammad Mohsin,Janakpur Bolts (NPL),All-rounder,0,0,0,0,0,No,did not bat,4,20,1,0,5.00,1,0,0,1,2024-11-30,"Tribhuvan University International Cricket Ground, Kirtipur","Janakpur Bolts (NPL)","Biratnagar Kings (NPL)",Win,"Janakpur Bolts (NPL)",Bowl
Tul Thapa,Janakpur Bolts (NPL),Bowler,0,0,0,0,0,No,did not bat,1,7,0,0,7.00,0,0,0,1,2024-11-30,"Tribhuvan University International Cricket Ground, Kirtipur","Janakpur Bolts (NPL)","Biratnagar Kings (NPL)",Win,"Janakpur Bolts (NPL)",Bowl
Shubh Kansakar,Janakpur Bolts (NPL),Batsman,0,0,0,0,0,No,did not bat,0,0,0,0,0,0,0,0,1,2024-11-30,"Tribhuvan University International Cricket Ground, Kirtipur","Janakpur Bolts (NPL)","Biratnagar Kings (NPL)",Win,"Janakpur Bolts (NPL)",Bowl
