player_name,team,player_role,runs_scored,balls_faced,fours,sixes,strike_rate,out_status,dismissal_type,overs_bowled,runs_conceded,wickets_taken,maidens,economy_rate,catches,run_outs,stumpings,match_id,match_date,venue,batting_team,opposition,match_result,toss_winner,toss_decision
Dinesh Kharel,Pokhara Avengers (NPL),Batsman,38,25,6,1,152.00,Yes,lbw b Rashid Khan,0,0,0,0,0,0,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur","Pokhara Avengers (NPL)","Kathmandu Gurkhas (NPL)",Loss,"Kathmandu Gurkhas (NPL)",Field
Andries Gous,Pokhara Avengers (NPL),Wicket-keeper,0,5,0,0,0.00,Yes,c Levitt b Erasmus,0,0,0,0,0,2,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur","Pokhara Avengers (NPL)","Kathmandu Gurkhas (NPL)",Loss,"Kathmandu Gurkhas (NPL)",Field
Kushal Bhurtel,Pokhara Avengers (NPL),All-rounder,7,10,1,0,70.00,Yes,b Rashid Khan,2,12,0,0,6.00,0,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur","Pokhara Avengers (NPL)","Kathmandu Gurkhas (NPL)",Loss,"Kathmandu Gurkhas (NPL)",Field
Dilip Nath,Pokhara Avengers (NPL),Batsman,27,24,0,2,112.50,Yes,b Rashid Khan,0,0,0,0,0,0,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur","Pokhara Avengers (NPL)","Kathmandu Gurkhas (NPL)",Loss,"Kathmandu Gurkhas (NPL)",Field
Aakarshit Gomel,Pokhara Avengers (NPL),Batsman,8,15,0,0,53.33,Yes,lbw b Levitt,1,13,0,0,13.00,0,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur","Pokhara Avengers (NPL)","Kathmandu Gurkhas (NPL)",Loss,"Kathmandu Gurkhas (NPL)",Field
Raymon Reifer,Pokhara Avengers (NPL),All-rounder,41,30,1,3,136.66,No,not out,2,20,0,0,10.00,0,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur","Pokhara Avengers (NPL)","Kathmandu Gurkhas (NPL)",Loss,"Kathmandu Gurkhas (NPL)",Field
Michael Leask,Pokhara Avengers (NPL),All-rounder,1,2,0,0,50.00,Yes,lbw b Karan KC,1,17,1,0,17.00,0,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur","Pokhara Avengers (NPL)","Kathmandu Gurkhas (NPL)",Loss,"Kathmandu Gurkhas (NPL)",Field
Narayan Joshi,Pokhara Avengers (NPL),All-rounder,0,1,0,0,0.00,Yes,c Rashid Khan b Karan KC,0,0,0,0,0,0,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur","Pokhara Avengers (NPL)","Kathmandu Gurkhas (NPL)",Loss,"Kathmandu Gurkhas (NPL)",Field
Bipin Khatri,Pokhara Avengers (NPL),Bowler,4,6,0,0,66.66,Yes,c Levitt b Karan KC,3,19,3,0,6.33,0,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur","Pokhara Avengers (NPL)","Kathmandu Gurkhas (NPL)",Loss,"Kathmandu Gurkhas (NPL)",Field
Sagar Dhakal,Pokhara Avengers (NPL),Bowler,1,2,0,0,50.00,No,not out,4,37,0,0,9.25,0,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur","Pokhara Avengers (NPL)","Kathmandu Gurkhas (NPL)",Loss,"Kathmandu Gurkhas (NPL)",Field
Aakash Chand,Pokhara Avengers (NPL),Bowler,0,0,0,0,0,No,did not bat,1,18,0,0,18.00,0,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur","Pokhara Avengers (NPL)","Kathmandu Gurkhas (NPL)",Loss,"Kathmandu Gurkhas (NPL)",Field
Stephen Eskinazi,Kathmandu Gurkhas (NPL),Batsman,60,34,10,0,176.47,Yes,b Bipin Khatri,0,0,0,0,0,0,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gurkhas (NPL)","Pokhara Avengers (NPL)",Win,"Kathmandu Gurkhas (NPL)",Field
Michael Levitt,Kathmandu Gurkhas (NPL),All-rounder,32,18,6,1,177.77,Yes,st †Gous b Bipin Khatri,3,13,1,0,4.33,2,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gurkhas (NPL)","Pokhara Avengers (NPL)",Win,"Kathmandu Gurkhas (NPL)",Field
Bhim Sharki,Kathmandu Gurkhas (NPL),All-rounder,22,20,1,1,110.00,Yes,c †Gous b Leask,1,4,0,0,4.00,0,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gurkhas (NPL)","Pokhara Avengers (NPL)",Win,"Kathmandu Gurkhas (NPL)",Field
Gerhard Erasmus,Kathmandu Gurkhas (NPL),All-rounder,25,10,1,3,250.00,No,not out,4,14,1,0,3.50,1,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gurkhas (NPL)","Pokhara Avengers (NPL)",Win,"Kathmandu Gurkhas (NPL)",Field
Karan KC,Kathmandu Gurkhas (NPL),All-rounder,1,3,0,0,33.33,Yes,st †Gous b Bipin Khatri,4,24,3,0,6.00,0,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gurkhas (NPL)","Pokhara Avengers (NPL)",Win,"Kathmandu Gurkhas (NPL)",Field
Rashid Khan,Kathmandu Gurkhas (NPL),All-rounder,1,1,0,0,100.00,No,not out,4,43,3,0,10.75,1,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gurkhas (NPL)","Pokhara Avengers (NPL)",Win,"Kathmandu Gurkhas (NPL)",Field
Raju Rijal,Kathmandu Gurkhas (NPL),Wicket-keeper,0,0,0,0,0,No,did not bat,0,0,0,0,0,0,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gurkhas (NPL)","Pokhara Avengers (NPL)",Win,"Kathmandu Gurkhas (NPL)",Field
Nathan Sowter,Kathmandu Gurkhas (NPL),Bowler,0,0,0,0,0,No,did not bat,2,20,0,0,10.00,0,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gurkhas (NPL)","Pokhara Avengers (NPL)",Win,"Kathmandu Gurkhas (NPL)",Field
Pratik Shrestha,Kathmandu Gurkhas (NPL),Batsman,0,0,0,0,0,No,did not bat,0,0,0,0,0,0,0,0,24,2024-12-14,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gurkhas (NPL)","Pokhara Avengers (NPL)",Win,"Kathmandu Gurkhas (NPL)",Field
