player_name,team,player_role,runs_scored,balls_faced,fours,sixes,strike_rate,out_status,dismissal_type,overs_bowled,runs_conceded,wickets_taken,maidens,economy_rate,catches,run_outs,stumpings,match_id,match_date,venue,batting_team,opposition,match_result,toss_winner,toss_decision,season,match_id_unique
Pratis GC,Biratnagar Kings (NPL),Bowler,1,3,0,0,33.33,Yes,c Budayair b Pandey,4,43,0,0,10.75,2,0,0,4,2024-12-03,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Sudur Paschim Royals (NPL),Loss,Biratnagar Kings (NPL),Bowl,1,S1_M4
Sandeep Lamichhane,Biratnagar Kings (NPL),Bowler,8,6,1,0,133.33,Yes,c †Bhandari b Kuggeleijn,4,31,0,0,7.75,0,0,0,4,2024-12-03,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Sudur Paschim Royals (NPL),Loss,Biratnagar Kings (NPL),Bowl,1,S1_M4
Chris Sole,Biratnagar Kings (NPL),Bowler,9,7,0,1,128.57,Yes,c McMullen b Zaib,4,37,1,0,9.25,0,0,0,4,2024-12-03,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Sudur Paschim Royals (NPL),Loss,Biratnagar Kings (NPL),Bowl,1,S1_M4
Anil Kharel,Biratnagar Kings (NPL),Bowler,10,11,1,0,90.9,No,not out,4,26,3,0,6.5,1,1,0,4,2024-12-03,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Sudur Paschim Royals (NPL),Loss,Biratnagar Kings (NPL),Bowl,1,S1_M4
Hassan Eisakhil,Chitwan Rhinos (NPL),Batsman,14,10,1,1,140,Yes,c Bhurtel b Bipin Khatri,0,0,0,0,0,0,0,0,5,2024-12-03,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Pokhara Avengers (NPL),Win,Pokhara Avengers (NPL),Bowl,1,S1_M5
Deepak Bohara,Chitwan Rhinos (NPL),All-rounder,2,4,0,0,50,Yes,b Bipin Khatri,1.2,9,1,0,6.75,1,0,0,5,2024-12-03,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Pokhara Avengers (NPL),Win,Pokhara Avengers (NPL),Bowl,1,S1_M5
Luc Benkenstein,Chitwan Rhinos (NPL),All-rounder,16,13,1,2,123.07,Yes,c Bhurtel b de Leede,4,37,3,0,9.25,1,0,0,5,2024-12-03,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Pokhara Avengers (NPL),Win,Pokhara Avengers (NPL),Bowl,1,S1_M5
Kushal Malla,Chitwan Rhinos (NPL),All-rounder,38,23,1,4,165.21,Yes,c Bhurtel b Dhakal,2,11,0,0,5.5,0,0,0,5,2024-12-03,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Pokhara Avengers (NPL),Win,Pokhara Avengers (NPL),Bowl,1,S1_M5
Ravi Bopara,Chitwan Rhinos (NPL),All-rounder,51,38,3,3,134.21,Yes,c Critchley b Reifer,0,0,0,0,0,1,0,0,5,2024-12-03,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Pokhara Avengers (NPL),Win,Pokhara Avengers (NPL),Bowl,1,S1_M5
Santosh Karki,Chitwan Rhinos (NPL),Batsman,11,13,0,0,84.61,Yes,c Bipin Khatri b Reifer,0,0,0,0,0,0,0,0,5,2024-12-03,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Pokhara Avengers (NPL),Win,Pokhara Avengers (NPL),Bowl,1,S1_M5
Sohail Tanvir,Chitwan Rhinos (NPL),Bowler,0,1,0,0,0,Yes,lbw b de Leede,3,6,3,1,2,0,0,0,5,2024-12-03,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Pokhara Avengers (NPL),Win,Pokhara Avengers (NPL),Bowl,1,S1_M5
Sharad Vesawkar,Chitwan Rhinos (NPL),Batsman,11,12,0,0,91.66,No,not out,0,0,0,0,0,0,0,0,5,2024-12-03,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Pokhara Avengers (NPL),Win,Pokhara Avengers (NPL),Bowl,1,S1_M5
Amar Routela,Chitwan Rhinos (NPL),Bowler,13,6,0,1,216.66,No,not out,0,0,0,0,0,0,0,0,5,2024-12-03,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Pokhara Avengers (NPL),Win,Pokhara Avengers (NPL),Bowl,1,S1_M5
Bipin Rawal,Chitwan Rhinos (NPL),Wicket-keeper,0,0,0,0,0,No,did not bat,0,0,0,0,0,1,0,0,5,2024-12-03,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Pokhara Avengers (NPL),Win,Pokhara Avengers (NPL),Bowl,1,S1_M5
Rijan Dhakal,Chitwan Rhinos (NPL),Bowler,0,0,0,0,0,No,did not bat,3,10,3,1,3.33,0,0,0,5,2024-12-03,"Tribhuvan University International Cricket Ground, Kirtipur",Chitwan Rhinos (NPL),Pokhara Avengers (NPL),Win,Pokhara Avengers (NPL),Bowl,1,S1_M5
Kushal Bhurtel,Pokhara Avengers (NPL),Batsman,0,1,0,0,0,Yes,c Bopara b Sohail Tanvir,1,10,0,0,10,3,0,0,5,2024-12-03,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Chitwan Rhinos (NPL),Loss,Pokhara Avengers (NPL),Bowl,1,S1_M5
Dinesh Kharel,Pokhara Avengers (NPL),Batsman,1,12,0,0,8.33,Yes,lbw b Dhakal,0,0,0,0,0,0,0,0,5,2024-12-03,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Chitwan Rhinos (NPL),Loss,Pokhara Avengers (NPL),Bowl,1,S1_M5
Dilip Nath,Pokhara Avengers (NPL),Wicket-keeper,4,4,1,0,100,Yes,c Deepak Bohara b Sohail Tanvir,0,0,0,0,0,0,0,0,5,2024-12-03,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Chitwan Rhinos (NPL),Loss,Pokhara Avengers (NPL),Bowl,1,S1_M5
Bas de Leede,Pokhara Avengers (NPL),All-rounder,0,1,0,0,0,Yes,c Benkenstein b Sohail Tanvir,4,20,2,0,5,0,0,0,5,2024-12-03,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Chitwan Rhinos (NPL),Loss,Pokhara Avengers (NPL),Bowl,1,S1_M5
Kiran Thagunna,Pokhara Avengers (NPL),Batsman,1,2,0,0,50,Yes,lbw b Dhakal,0,0,0,0,0,0,0,0,5,2024-12-03,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Chitwan Rhinos (NPL),Loss,Pokhara Avengers (NPL),Bowl,1,S1_M5
Raymon Reifer,Pokhara Avengers (NPL),All-rounder,1,9,0,0,11.11,Yes,c †Rawal b Benkenstein,4,38,2,0,9.5,0,0,0,5,2024-12-03,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Chitwan Rhinos (NPL),Loss,Pokhara Avengers (NPL),Bowl,1,S1_M5
Michael Leask,Pokhara Avengers (NPL),All-rounder,0,2,0,0,0,Yes,lbw b Dhakal,2,18,0,0,9,0,0,0,5,2024-12-03,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Chitwan Rhinos (NPL),Loss,Pokhara Avengers (NPL),Bowl,1,S1_M5
Matt Critchley,Pokhara Avengers (NPL),All-rounder,17,16,2,0,106.25,Yes,lbw b Benkenstein,2,20,0,0,10,1,0,0,5,2024-12-03,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Chitwan Rhinos (NPL),Loss,Pokhara Avengers (NPL),Bowl,1,S1_M5
Narayan Joshi,Pokhara Avengers (NPL),All-rounder,30,24,3,2,125,Yes,c Karki b Benkenstein,1,10,0,0,10,0,0,0,5,2024-12-03,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Chitwan Rhinos (NPL),Loss,Pokhara Avengers (NPL),Bowl,1,S1_M5
Bipin Khatri,Pokhara Avengers (NPL),Bowler,9,8,0,1,112.5,Yes,b Deepak Bohara,3,28,2,0,9.33,2,0,0,5,2024-12-03,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Chitwan Rhinos (NPL),Loss,Pokhara Avengers (NPL),Bowl,1,S1_M5
Sagar Dhakal,Pokhara Avengers (NPL),Bowler,0,1,0,0,0,No,not out,3,16,1,0,5.33,0,0,0,5,2024-12-03,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Chitwan Rhinos (NPL),Loss,Pokhara Avengers (NPL),Bowl,1,S1_M5
Dev Khanal,Karnali Yaks (NPL),Batsman,0,3,0,0,0,Yes,lbw b Karan KC,0,0,0,0,0,0,0,0,6,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Karnali Yaks (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Bowl,1,S1_M6
Shikhar Dhawan,Karnali Yaks (NPL),Batsman,72,51,4,5,141.17,No,not out,0,0,0,0,0,1,0,0,6,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Karnali Yaks (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Bowl,1,S1_M6
Chadwick Walton,Karnali Yaks (NPL),Wicket-keeper,21,15,5,0,140,Yes,c Karan KC b Erasmus,0,0,0,0,0,0,0,0,6,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Karnali Yaks (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Bowl,1,S1_M6
Babar Hayat,Karnali Yaks (NPL),Batsman,13,18,0,1,72.22,Yes,b Kandel,0,0,0,0,0,0,0,0,6,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Karnali Yaks (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Bowl,1,S1_M6
Gulsan Jha,Karnali Yaks (NPL),All-rounder,12,19,1,0,63.15,Yes,st †Eskinazi b Erasmus,3,31,1,0,10.33,0,0,0,6,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Karnali Yaks (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Bowl,1,S1_M6
Arjun Gharti,Karnali Yaks (NPL),Batsman,4,3,1,0,133.33,Yes,b Sowter,0,0,0,0,0,0,0,0,6,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Karnali Yaks (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Bowl,1,S1_M6
Zeeshan Maqsood,Karnali Yaks (NPL),All-rounder,14,11,1,0,127.27,No,not out,4,24,1,0,6,1,0,0,6,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Karnali Yaks (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Bowl,1,S1_M6
Sompal Kami,Karnali Yaks (NPL),Bowler,0,0,0,0,0,No,did not bat,4,34,1,0,8.5,1,0,0,6,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Karnali Yaks (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Bowl,1,S1_M6
Nandan Yadav,Karnali Yaks (NPL),Bowler,0,0,0,0,0,No,did not bat,3.3,32,1,0,9.14,1,1,0,6,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Karnali Yaks (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Bowl,1,S1_M6
Bipin Sharma,Karnali Yaks (NPL),Bowler,0,0,0,0,0,No,did not bat,4,18,1,0,4.5,0,0,0,6,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Karnali Yaks (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Bowl,1,S1_M6
Bhuvan Karki,Karnali Yaks (NPL),Bowler,0,0,0,0,0,No,did not bat,1,13,0,0,13,0,0,0,6,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Karnali Yaks (NPL),Kathmandu Gurkhas (NPL),Loss,Kathmandu Gurkhas (NPL),Bowl,1,S1_M6
Shankar Rana,Kathmandu Gurkhas (NPL),Batsman,6,7,1,0,85.71,Yes,run out (sub Bosisto),0,0,0,0,0,0,0,0,6,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Karnali Yaks (NPL),Win,Kathmandu Gurkhas (NPL),Bowl,1,S1_M6
Michael Levitt,Kathmandu Gurkhas (NPL),Batsman,22,19,2,1,115.78,Yes,c Yadav b Sharma,0,0,0,0,0,0,0,0,6,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Karnali Yaks (NPL),Win,Kathmandu Gurkhas (NPL),Bowl,1,S1_M6
Stephen Eskinazi,Kathmandu Gurkhas (NPL),Wicket-keeper,3,6,0,0,50,Yes,lbw b Yadav,0,0,0,0,0,0,0,1,6,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Karnali Yaks (NPL),Win,Kathmandu Gurkhas (NPL),Bowl,1,S1_M6
Bhim Sharki,Kathmandu Gurkhas (NPL),All-rounder,9,10,1,0,90,Yes,c Dhawan b Zeeshan Maqsood,3,18,0,0,6,0,0,0,6,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Karnali Yaks (NPL),Win,Kathmandu Gurkhas (NPL),Bowl,1,S1_M6
Gerhard Erasmus,Kathmandu Gurkhas (NPL),All-rounder,38,28,3,2,135.71,Yes,c Sompal Kami b Gulsan Jha,4,29,2,0,7.25,0,0,0,6,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Karnali Yaks (NPL),Win,Kathmandu Gurkhas (NPL),Bowl,1,S1_M6
Sumit Maharjan,Kathmandu Gurkhas (NPL),Batsman,40,37,3,1,108.1,No,not out,0,0,0,0,0,0,0,0,6,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Karnali Yaks (NPL),Win,Kathmandu Gurkhas (NPL),Bowl,1,S1_M6
Karan KC,Kathmandu Gurkhas (NPL),Bowler,28,10,2,2,280,Yes,c Khanal b Sompal Kami,3,19,1,0,6.33,1,0,0,6,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Karnali Yaks (NPL),Win,Kathmandu Gurkhas (NPL),Bowl,1,S1_M6
Rashid Khan,Kathmandu Gurkhas (NPL),All-rounder,0,0,0,0,0,Yes,run out (Gulsan Jha/Yadav),4,28,0,0,7,0,0,0,6,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Karnali Yaks (NPL),Win,Kathmandu Gurkhas (NPL),Bowl,1,S1_M6
Shahab Alam,Kathmandu Gurkhas (NPL),Bowler,0,0,0,0,0,No,not out,1,10,0,0,10,0,0,0,6,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Karnali Yaks (NPL),Win,Kathmandu Gurkhas (NPL),Bowl,1,S1_M6
Nathan Sowter,Kathmandu Gurkhas (NPL),Bowler,0,0,0,0,0,No,did not bat,4,32,1,0,8,1,0,0,6,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Karnali Yaks (NPL),Win,Kathmandu Gurkhas (NPL),Bowl,1,S1_M6
Dipesh Kandel,Kathmandu Gurkhas (NPL),Bowler,0,0,0,0,0,No,did not bat,1,7,1,0,7,0,0,0,6,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Kathmandu Gurkhas (NPL),Karnali Yaks (NPL),Win,Kathmandu Gurkhas (NPL),Bowl,1,S1_M6
Ashutosh Ghiraiya,Lumbini Lions (NPL),Batsman,15,13,2,1,115.38,Yes,run out (Kirton),0,0,0,0,0,0,1,0,7,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Biratnagar Kings (NPL),Loss,Biratnagar Kings (NPL),Bowl,1,S1_M7
Arjun Saud,Lumbini Lions (NPL),Wicket-keeper,17,19,3,0,89.47,Yes,b Ismat Alam,0,0,0,0,0,0,0,0,7,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Biratnagar Kings (NPL),Loss,Biratnagar Kings (NPL),Bowl,1,S1_M7
Rohit Paudel,Lumbini Lions (NPL),Batsman,46,29,4,2,158.62,Yes,c Pratis GC b Magar,0,0,0,0,0,1,0,0,7,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Biratnagar Kings (NPL),Loss,Biratnagar Kings (NPL),Bowl,1,S1_M7
Tom Moores,Lumbini Lions (NPL),Batsman,30,17,1,3,176.47,Yes,run out (Bohara),0,0,0,0,0,0,1,0,7,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Biratnagar Kings (NPL),Loss,Biratnagar Kings (NPL),Bowl,1,S1_M7
Sundeep Jora,Lumbini Lions (NPL),Batsman,12,13,0,0,92.3,Yes,run out (Kirton/Lokesh Bam),0,0,0,0,0,1,1,0,7,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Biratnagar Kings (NPL),Loss,Biratnagar Kings (NPL),Bowl,1,S1_M7
Saad Bin Zafar,Lumbini Lions (NPL),All-rounder,15,13,0,1,115.38,Yes,c Guptill b Lamichhane,4,35,2,0,8.75,0,0,0,7,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Biratnagar Kings (NPL),Loss,Biratnagar Kings (NPL),Bowl,1,S1_M7
Ben Cutting,Lumbini Lions (NPL),All-rounder,6,6,1,0,100,Yes,run out (Ismat Alam/Lamichhane),0,0,0,0,0,1,1,0,7,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Biratnagar Kings (NPL),Loss,Biratnagar Kings (NPL),Bowl,1,S1_M7
Bibek Yadav,Lumbini Lions (NPL),All-rounder,19,7,0,3,271.42,No,not out,3.5,64,1,0,16.69,1,0,0,7,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Biratnagar Kings (NPL),Loss,Biratnagar Kings (NPL),Bowl,1,S1_M7
Ramon Simmonds,Lumbini Lions (NPL),Bowler,2,3,0,0,66.66,No,not out,4,33,2,0,8.25,1,0,0,7,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Biratnagar Kings (NPL),Loss,Biratnagar Kings (NPL),Bowl,1,S1_M7
Durgesh Gupta,Lumbini Lions (NPL),Bowler,0,0,0,0,0,No,did not bat,4,21,3,0,5.25,0,0,0,7,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Biratnagar Kings (NPL),Loss,Biratnagar Kings (NPL),Bowl,1,S1_M7
Surya Tamang,Lumbini Lions (NPL),Bowler,0,0,0,0,0,No,did not bat,4,35,0,0,8.75,0,0,0,7,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Lumbini Lions (NPL),Biratnagar Kings (NPL),Loss,Biratnagar Kings (NPL),Bowl,1,S1_M7
Lokesh Bam,Biratnagar Kings (NPL),Wicket-keeper,71,47,3,6,151.06,Yes,c Jora b Simmonds,0,0,0,0,0,0,1,0,7,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Lumbini Lions (NPL),Win,Biratnagar Kings (NPL),Bowl,1,S1_M7
Ismat Alam,Biratnagar Kings (NPL),All-rounder,0,3,0,0,0,Yes,c Paudel b Simmonds,2,21,1,0,10.5,1,1,0,7,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Lumbini Lions (NPL),Win,Biratnagar Kings (NPL),Bowl,1,S1_M7
Martin Guptill,Biratnagar Kings (NPL),Batsman,28,17,6,0,164.7,Yes,b Gupta,0,0,0,0,0,1,0,0,7,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Lumbini Lions (NPL),Win,Biratnagar Kings (NPL),Bowl,1,S1_M7
Rajesh Pulami,Biratnagar Kings (NPL),Batsman,4,10,0,0,40,Yes,c & b Saad Bin Zafar,2,22,1,0,11,0,0,0,7,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Lumbini Lions (NPL),Win,Biratnagar Kings (NPL),Bowl,1,S1_M7
Nicholas Kirton,Biratnagar Kings (NPL),Batsman,0,1,0,0,0,Yes,b Saad Bin Zafar,0,0,0,0,0,2,2,0,7,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Lumbini Lions (NPL),Win,Biratnagar Kings (NPL),Bowl,1,S1_M7
Basir Ahamad,Biratnagar Kings (NPL),All-rounder,40,23,4,1,173.91,Yes,c Cutting b Gupta,3,28,0,0,9.33,0,0,0,7,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Lumbini Lions (NPL),Win,Biratnagar Kings (NPL),Bowl,1,S1_M7
Dipak Bohara,Biratnagar Kings (NPL),Batsman,9,8,0,0,112.5,No,not out,0,0,0,0,0,1,1,0,7,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Lumbini Lions (NPL),Win,Biratnagar Kings (NPL),Bowl,1,S1_M7
Pratis GC,Biratnagar Kings (NPL),Bowler,6,3,0,1,200,Yes,b Gupta,3,16,0,0,5.33,1,0,0,7,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Lumbini Lions (NPL),Win,Biratnagar Kings (NPL),Bowl,1,S1_M7
Sandeep Lamichhane,Biratnagar Kings (NPL),Bowler,1,3,0,0,33.33,Yes,c Simmonds b Yadav,4,26,1,0,6.5,1,1,0,7,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Lumbini Lions (NPL),Win,Biratnagar Kings (NPL),Bowl,1,S1_M7
Chris Sole,Biratnagar Kings (NPL),Bowler,14,4,2,1,350,No,not out,4,34,0,0,8.5,0,0,0,7,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Lumbini Lions (NPL),Win,Biratnagar Kings (NPL),Bowl,1,S1_M7
Anil Kharel,Biratnagar Kings (NPL),Bowler,0,0,0,0,0,No,did not bat,2,29,0,0,14.5,0,0,0,7,2024-12-04,"Tribhuvan University International Cricket Ground, Kirtipur",Biratnagar Kings (NPL),Lumbini Lions (NPL),Win,Biratnagar Kings (NPL),Bowl,1,S1_M7
Dinesh Kharel,Pokhara Avengers (NPL),Batsman,10,17,0,1,58.82,Yes,c Thapa b Neesham,0,0,0,0,0,0,0,0,8,2024-12-05,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Janakpur Bolts (NPL),Loss,Janakpur Bolts (NPL),Bowl,1,S1_M8
Andries Gous,Pokhara Avengers (NPL),Batsman,20,16,3,1,125,Yes,c Aasif Sheikh b Rajbanshi,0,0,0,0,0,0,0,0,8,2024-12-05,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Janakpur Bolts (NPL),Loss,Janakpur Bolts (NPL),Bowl,1,S1_M8
Kushal Bhurtel,Pokhara Avengers (NPL),All-rounder,6,6,1,0,100,Yes,st †Milantha b Rajbanshi,2.1,18,1,0,8.3,1,0,0,8,2024-12-05,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Janakpur Bolts (NPL),Loss,Janakpur Bolts (NPL),Bowl,1,S1_M8
Dilip Nath,Pokhara Avengers (NPL),Wicket-keeper,11,14,1,0,78.57,Yes,lbw b Mohammad Mohsin,0,0,0,0,0,0,0,0,8,2024-12-05,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Janakpur Bolts (NPL),Loss,Janakpur Bolts (NPL),Bowl,1,S1_M8
Matt Critchley,Pokhara Avengers (NPL),All-rounder,35,30,3,1,116.66,Yes,c Sah b Rajbanshi,2,27,0,0,13.5,0,0,0,8,2024-12-05,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Janakpur Bolts (NPL),Loss,Janakpur Bolts (NPL),Bowl,1,S1_M8
Raymon Reifer,Pokhara Avengers (NPL),All-rounder,17,20,1,0,85,Yes,c Sah b Neesham,1,12,0,0,12,0,0,0,8,2024-12-05,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Janakpur Bolts (NPL),Loss,Janakpur Bolts (NPL),Bowl,1,S1_M8
Michael Leask,Pokhara Avengers (NPL),All-rounder,25,13,0,3,192.3,Yes,c Aasif Sheikh b Mahato,4,17,1,0,4.25,0,0,0,8,2024-12-05,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Janakpur Bolts (NPL),Loss,Janakpur Bolts (NPL),Bowl,1,S1_M8
Narayan Joshi,Pokhara Avengers (NPL),All-rounder,5,3,0,0,166.66,No,not out,1,21,0,0,21,0,0,0,8,2024-12-05,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Janakpur Bolts (NPL),Loss,Janakpur Bolts (NPL),Bowl,1,S1_M8
Bipin Khatri,Pokhara Avengers (NPL),Bowler,1,1,0,0,100,No,not out,1,6,1,0,6,1,0,0,8,2024-12-05,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Janakpur Bolts (NPL),Loss,Janakpur Bolts (NPL),Bowl,1,S1_M8
Aakash Chand,Pokhara Avengers (NPL),Bowler,0,0,0,0,0,No,did not bat,2,21,0,0,10.5,0,0,0,8,2024-12-05,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Janakpur Bolts (NPL),Loss,Janakpur Bolts (NPL),Bowl,1,S1_M8
Sagar Dhakal,Pokhara Avengers (NPL),Bowler,0,0,0,0,0,No,did not bat,4,20,0,0,5,1,0,0,8,2024-12-05,"Tribhuvan University International Cricket Ground, Kirtipur",Pokhara Avengers (NPL),Janakpur Bolts (NPL),Loss,Janakpur Bolts (NPL),Bowl,1,S1_M8
Anil Sah,Janakpur Bolts (NPL),Batsman,1,3,0,0,33.33,Yes,lbw b Bipin Khatri,0,0,0,0,0,2,0,0,8,2024-12-05,"Tribhuvan University International Cricket Ground, Kirtipur",Janakpur Bolts (NPL),Pokhara Avengers (NPL),Win,Janakpur Bolts (NPL),Bowl,1,S1_M8
Aasif Sheikh,Janakpur Bolts (NPL),Batsman,33,34,3,0,97.05,Yes,c Bipin Khatri b Bhurtel,0,0,0,0,0,2,0,0,8,2024-12-05,"Tribhuvan University International Cricket Ground, Kirtipur",Janakpur Bolts (NPL),Pokhara Avengers (NPL),Win,Janakpur Bolts (NPL),Bowl,1,S1_M8
Lahiru Milantha,Janakpur Bolts (NPL),Wicket-keeper,45,32,8,0,140.62,Yes,c Dhakal b Leask,0,0,0,0,0,0,0,1,8,2024-12-05,"Tribhuvan University International Cricket Ground, Kirtipur",Janakpur Bolts (NPL),Pokhara Avengers (NPL),Win,Janakpur Bolts (NPL),Bowl,1,S1_M8
