player_name,team,player_role,runs_scored,balls_faced,fours,sixes,strike_rate,out_status,dismissal_type,overs_bowled,runs_conceded,wickets_taken,maidens,economy_rate,catches,run_outs,stumpings,match_id,match_date,venue,batting_team,opposition,match_result,toss_winner,toss_decision
Dinesh Kharel,Pokhara Avengers (NPL),Batsman,38,38,2,3,100.00,Yes,c Maaz Sadaqat b Anil Sah,0,0,0,0,0,0,0,0,14,2025-11-27,"Tribhuvan University International Cricket Ground, Kirtipur","Pokhara Avengers (NPL)","Janakpur Bolts (NPL)",Win,"Pokhara Avengers (NPL)",Bat
Adam Rossington,Pokhara Avengers (NPL),Wicket-keeper,24,17,3,0,141.17,Yes,c Jan Nicol Loftie-Eaton b Sanjay Krishnamurthi,0,0,0,0,0,1,1,0,14,2025-11-27,"Tribhuvan University International Cricket Ground, Kirtipur","Pokhara Avengers (NPL)","Janakpur Bolts (NPL)",Win,"Pokhara Avengers (NPL)",Bat
Kushal Bhurtel,Pokhara Avengers (NPL),All-rounder,0,1,0,0,0.00,Yes,b Sanjay Krishnamurthi,4,28,1,0,7.00,1,0,0,14,2025-11-27,"Tribhuvan University International Cricket Ground, Kirtipur","Pokhara Avengers (NPL)","Janakpur Bolts (NPL)",Win,"Pokhara Avengers (NPL)",Bat
Sumeet Verma,Pokhara Avengers (NPL),All-rounder,50,29,2,4,172.41,No,not out,3,19,2,0,6.33,1,0,0,14,2025-11-27,"Tribhuvan University International Cricket Ground, Kirtipur","Pokhara Avengers (NPL)","Janakpur Bolts (NPL)",Win,"Pokhara Avengers (NPL)",Bat
James Neesham,Pokhara Avengers (NPL),All-rounder,1,3,0,0,33.33,Yes,c Jan Nicol Loftie-Eaton b Sanjay Krishnamurthi,2,11,1,0,5.50,1,0,0,14,2025-11-27,"Tribhuvan University International Cricket Ground, Kirtipur","Pokhara Avengers (NPL)","Janakpur Bolts (NPL)",Win,"Pokhara Avengers (NPL)",Bat
Trit Raj Das,Pokhara Avengers (NPL),Batsman,29,28,2,0,103.57,Yes,run out (Wayne Parnell),0,0,0,0,0,3,1,0,14,2025-11-27,"Tribhuvan University International Cricket Ground, Kirtipur","Pokhara Avengers (NPL)","Janakpur Bolts (NPL)",Win,"Pokhara Avengers (NPL)",Bat
Dan Douthwaite,Pokhara Avengers (NPL),All-rounder,7,3,0,1,233.33,Yes,c †Aasif Sheikh b Lalit Rajbanshi,3.3,25,0,0,7.14,0,0,0,14,2025-11-27,"Tribhuvan University International Cricket Ground, Kirtipur","Pokhara Avengers (NPL)","Janakpur Bolts (NPL)",Win,"Pokhara Avengers (NPL)",Bat
Kiran Thagunna,Pokhara Avengers (NPL),Batsman,1,1,0,0,100.00,No,not out,0,0,0,0,0,1,0,0,14,2025-11-27,"Tribhuvan University International Cricket Ground, Kirtipur","Pokhara Avengers (NPL)","Janakpur Bolts (NPL)",Win,"Pokhara Avengers (NPL)",Bat
Bipin Khatri,Pokhara Avengers (NPL),Bowler,0,0,0,0,0,No,did not bat,4,15,4,0,3.75,0,0,0,14,2025-11-27,"Tribhuvan University International Cricket Ground, Kirtipur","Pokhara Avengers (NPL)","Janakpur Bolts (NPL)",Win,"Pokhara Avengers (NPL)",Bat
Sagar Dhakal,Pokhara Avengers (NPL),Bowler,0,0,0,0,0,No,did not bat,2.3,20,0,0,8.00,0,0,0,14,2025-11-27,"Tribhuvan University International Cricket Ground, Kirtipur","Pokhara Avengers (NPL)","Janakpur Bolts (NPL)",Win,"Pokhara Avengers (NPL)",Bat
Aakash Chand,Pokhara Avengers (NPL),Bowler,0,0,0,0,0,No,did not bat,1,12,0,0,12.00,0,0,0,14,2025-11-27,"Tribhuvan University International Cricket Ground, Kirtipur","Pokhara Avengers (NPL)","Janakpur Bolts (NPL)",Win,"Pokhara Avengers (NPL)",Bat
Maaz Sadaqat,Janakpur Bolts (NPL),All-rounder,20,14,1,2,142.85,Yes,c James Neesham b Sumeet Verma,0,0,0,0,0,0,0,0,14,2025-11-27,"Tribhuvan University International Cricket Ground, Kirtipur","Janakpur Bolts (NPL)","Pokhara Avengers (NPL)",Loss,"Pokhara Avengers (NPL)",Bat
Aasif Sheikh,Janakpur Bolts (NPL),Wicket-keeper,0,1,0,0,0.00,Yes,st †Adam Rossington b Bipin Khatri,0,0,0,0,0,1,0,0,14,2025-11-27,"Tribhuvan University International Cricket Ground, Kirtipur","Janakpur Bolts (NPL)","Pokhara Avengers (NPL)",Loss,"Pokhara Avengers (NPL)",Bat
Shubh Kansakar,Janakpur Bolts (NPL),Batsman,4,2,1,0,200.00,Yes,b Bipin Khatri,0,0,0,0,0,0,0,0,14,2025-11-27,"Tribhuvan University International Cricket Ground, Kirtipur","Janakpur Bolts (NPL)","Pokhara Avengers (NPL)",Loss,"Pokhara Avengers (NPL)",Bat
Jan Nicol Loftie-Eaton,Janakpur Bolts (NPL),All-rounder,2,6,0,0,33.33,Yes,c sub (Rohit Chand) b Sumeet Verma,1,17,0,0,17.00,3,0,0,14,2025-11-27,"Tribhuvan University International Cricket Ground, Kirtipur","Janakpur Bolts (NPL)","Pokhara Avengers (NPL)",Loss,"Pokhara Avengers (NPL)",Bat
Sanjay Krishnamurthi,Janakpur Bolts (NPL),All-rounder,25,20,2,1,125.00,Yes,c Kiran Thagunna b Kushal Bhurtel,4,21,3,0,5.25,0,0,0,14,2025-11-27,"Tribhuvan University International Cricket Ground, Kirtipur","Janakpur Bolts (NPL)","Pokhara Avengers (NPL)",Loss,"Pokhara Avengers (NPL)",Bat
Anil Sah,Janakpur Bolts (NPL),All-rounder,1,8,0,0,12.50,Yes,c Trit Raj Das b Bipin Khatri,2,8,1,0,4.00,1,0,0,14,2025-11-27,"Tribhuvan University International Cricket Ground, Kirtipur","Janakpur Bolts (NPL)","Pokhara Avengers (NPL)",Loss,"Pokhara Avengers (NPL)",Bat
Mayan Yadav,Janakpur Bolts (NPL),Batsman,4,8,0,0,50.00,Yes,c Trit Raj Das b Bipin Khatri,0,0,0,0,0,0,0,0,14,2025-11-27,"Tribhuvan University International Cricket Ground, Kirtipur","Janakpur Bolts (NPL)","Pokhara Avengers (NPL)",Loss,"Pokhara Avengers (NPL)",Bat
Wayne Parnell,Janakpur Bolts (NPL),All-rounder,50,38,2,4,131.57,No,retired hurt,3,27,0,0,9.00,1,1,0,14,2025-11-27,"Tribhuvan University International Cricket Ground, Kirtipur","Janakpur Bolts (NPL)","Pokhara Avengers (NPL)",Loss,"Pokhara Avengers (NPL)",Bat
Rupesh Singh,Janakpur Bolts (NPL),Bowler,7,12,1,0,58.33,Yes,c Trit Raj Das b James Neesham,0,0,0,0,0,0,0,0,14,2025-11-27,"Tribhuvan University International Cricket Ground, Kirtipur","Janakpur Bolts (NPL)","Pokhara Avengers (NPL)",Loss,"Pokhara Avengers (NPL)",Bat
Lalit Rajbanshi,Janakpur Bolts (NPL),Bowler,10,11,1,0,90.90,No,not out,4,40,1,0,10.00,0,0,0,14,2025-11-27,"Tribhuvan University International Cricket Ground, Kirtipur","Janakpur Bolts (NPL)","Pokhara Avengers (NPL)",Loss,"Pokhara Avengers (NPL)",Bat
Kishor Mahato,Janakpur Bolts (NPL),Bowler,1,1,0,0,100.00,No,not out,2,11,0,0,5.50,0,0,0,14,2025-11-27,"Tribhuvan University International Cricket Ground, Kirtipur","Janakpur Bolts (NPL)","Pokhara Avengers (NPL)",Loss,"Pokhara Avengers (NPL)",Bat

