player_name,team,player_role,runs_scored,balls_faced,fours,sixes,strike_rate,out_status,dismissal_type,overs_bowled,runs_conceded,wickets_taken,maidens,economy_rate,catches,run_outs,stumpings,match_id,match_date,venue,batting_team,opposition,match_result,toss_winner,toss_decision
Ben Charlesworth,Kathmandu Gorkhas (NPL),Batsman,4,5,0,0,80.00,Yes,c †Niroshan Dickwella b Ruben Trumpelmann,0,0,0,0,0,0,0,0,30,2025-12-10,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gorkhas (NPL)","Lumbini Lions (NPL)",Loss,"Kathmandu Gorkhas (NPL)",Bat
Aakash Tripathi,Kathmandu Gorkhas (NPL),Batsman,1,5,0,0,20.00,Yes,c Rohit Paudel b Sher Malla,0,0,0,0,0,0,0,0,30,2025-12-10,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gorkhas (NPL)","Lumbini Lions (NPL)",Loss,"Kathmandu Gorkhas (NPL)",Bat
Sunny Patel,Kathmandu Gorkhas (NPL),All-rounder,7,6,0,1,116.66,Yes,lbw b Ruben Trumpelmann,4,14,1,0,3.50,0,0,0,30,2025-12-10,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gorkhas (NPL)","Lumbini Lions (NPL)",Loss,"Kathmandu Gorkhas (NPL)",Bat
Milind Kumar,Kathmandu Gorkhas (NPL),All-rounder,2,8,0,0,25.00,Yes,b Sher Malla,4,21,0,0,5.25,0,0,0,30,2025-12-10,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gorkhas (NPL)","Lumbini Lions (NPL)",Loss,"Kathmandu Gorkhas (NPL)",Bat
Bhim Sharki,Kathmandu Gorkhas (NPL),Batsman,14,16,0,1,87.50,Yes,c Dilip Nath b Rohit Paudel,1,9,0,0,9.00,0,0,0,30,2025-12-10,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gorkhas (NPL)","Lumbini Lions (NPL)",Loss,"Kathmandu Gorkhas (NPL)",Bat
John Simpson,Kathmandu Gorkhas (NPL),Wicket-keeper,18,17,1,1,105.88,Yes,lbw b Rohit Paudel,0,0,0,0,0,2,0,1,30,2025-12-10,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gorkhas (NPL)","Lumbini Lions (NPL)",Loss,"Kathmandu Gorkhas (NPL)",Bat
Rashid Khan,Kathmandu Gorkhas (NPL),All-rounder,2,9,0,0,22.22,Yes,c JJ Smit b Rohit Paudel,1,12,1,0,12.00,1,1,0,30,2025-12-10,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gorkhas (NPL)","Lumbini Lions (NPL)",Loss,"Kathmandu Gorkhas (NPL)",Bat
Santosh Yadav,Kathmandu Gorkhas (NPL),All-rounder,23,17,0,1,135.29,Yes,run out (JJ Smit/†Niroshan Dickwella),2,17,2,0,8.50,0,1,0,30,2025-12-10,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gorkhas (NPL)","Lumbini Lions (NPL)",Loss,"Kathmandu Gorkhas (NPL)",Bat
Mohammad Aadil Alam,Kathmandu Gorkhas (NPL),Bowler,18,11,1,2,163.63,Yes,b Sher Malla,0,0,0,0,0,1,0,0,30,2025-12-10,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gorkhas (NPL)","Lumbini Lions (NPL)",Loss,"Kathmandu Gorkhas (NPL)",Bat
Karan KC,Kathmandu Gorkhas (NPL),All-rounder,9,14,0,1,64.28,Yes,c JJ Smit b Abhishesh Gautam,1.4,16,1,0,9.60,0,0,0,30,2025-12-10,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gorkhas (NPL)","Lumbini Lions (NPL)",Loss,"Kathmandu Gorkhas (NPL)",Bat
