player_name,team,player_role,runs_scored,balls_faced,fours,sixes,strike_rate,out_status,dismissal_type,overs_bowled,runs_conceded,wickets_taken,maidens,economy_rate,catches,run_outs,stumpings,match_id,match_date,venue,batting_team,opposition,match_result,toss_winner,toss_decision
Aakash Tripathi,Kathmandu Gorkhas (NPL),Batsman,32,36,3,0,88.88,Yes,c Short b Malla,0,0,0,0,0,0,0,0,11,2025-11-25,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gorkhas (NPL)","Lumbini Lions (NPL)",Win,"Lumbini Lions (NPL)",Field
Ben Charlesworth,Kathmandu Gorkhas (NPL),Wicket-keeper,0,1,0,0,0.00,Yes,b Malla,0,0,0,0,0,2,0,0,11,2025-11-25,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gorkhas (NPL)","Lumbini Lions (NPL)",Win,"Lumbini Lions (NPL)",Field
Rashid Khan,Kathmandu Gorkhas (NPL),All-rounder,14,10,2,0,140.00,Yes,c Jora b Trumpelmann,3.1,16,1,0,5.05,1,0,0,11,2025-11-25,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gorkhas (NPL)","Lumbini Lions (NPL)",Win,"Lumbini Lions (NPL)",Field
Milind Kumar,Kathmandu Gorkhas (NPL),All-rounder,17,20,1,0,85.00,Yes,c Malla b Paudel,4,18,2,0,4.50,1,0,0,11,2025-11-25,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gorkhas (NPL)","Lumbini Lions (NPL)",Win,"Lumbini Lions (NPL)",Field
John Simpson,Kathmandu Gorkhas (NPL),Wicket-keeper,7,3,0,1,233.33,Yes,c & b Paudel,0,0,0,0,0,1,0,0,11,2025-11-25,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gorkhas (NPL)","Lumbini Lions (NPL)",Win,"Lumbini Lions (NPL)",Field
Santosh Yadav,Kathmandu Gorkhas (NPL),All-rounder,26,16,0,2,162.50,Yes,c Malla b Trumpelmann,1,3,1,0,3.00,2,0,0,11,2025-11-25,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gorkhas (NPL)","Lumbini Lions (NPL)",Win,"Lumbini Lions (NPL)",Field
Gerhard Erasmus,Kathmandu Gorkhas (NPL),All-rounder,17,15,2,0,113.33,Yes,c Short b Gulbadin Naib,4,27,2,0,6.75,1,0,0,11,2025-11-25,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gorkhas (NPL)","Lumbini Lions (NPL)",Win,"Lumbini Lions (NPL)",Field
Mohammad Aadil Alam,Kathmandu Gorkhas (NPL),All-rounder,4,7,0,0,57.14,Yes,c Paudel b Gulbadin Naib,0,0,0,0,0,1,0,0,11,2025-11-25,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gorkhas (NPL)","Lumbini Lions (NPL)",Win,"Lumbini Lions (NPL)",Field
Karan KC,Kathmandu Gorkhas (NPL),All-rounder,34,11,1,4,309.09,No,not out,4,36,1,0,9.00,1,0,0,11,2025-11-25,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gorkhas (NPL)","Lumbini Lions (NPL)",Win,"Lumbini Lions (NPL)",Field
Shahab Alam,Kathmandu Gorkhas (NPL),Bowler,1,2,0,0,50.00,No,not out,3,31,1,0,10.33,3,2,0,11,2025-11-25,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gorkhas (NPL)","Lumbini Lions (NPL)",Win,"Lumbini Lions (NPL)",Field
Dipesh Kandel,Kathmandu Gorkhas (NPL),Bowler,0,0,0,0,0,No,did not bat,0,0,0,0,0,0,0,0,11,2025-11-25,"Tribhuvan University International Cricket Ground, Kirtipur","Kathmandu Gorkhas (NPL)","Lumbini Lions (NPL)",Win,"Lumbini Lions (NPL)",Field
Sundeep Jora,Lumbini Lions (NPL),Batsman,7,5,1,0,140.00,Yes,c Rashid Khan b Milind Kumar,0,0,0,0,0,1,0,0,11,2025-11-25,"Tribhuvan University International Cricket Ground, Kirtipur","Lumbini Lions (NPL)","Kathmandu Gorkhas (NPL)",Loss,"Lumbini Lions (NPL)",Field
D'Arcy Short,Lumbini Lions (NPL),All-rounder,22,11,3,1,200.00,Yes,c Mohammad Aadil Alam b Milind Kumar,3,13,0,0,4.33,2,0,0,11,2025-11-25,"Tribhuvan University International Cricket Ground, Kirtipur","Lumbini Lions (NPL)","Kathmandu Gorkhas (NPL)",Loss,"Lumbini Lions (NPL)",Field
Rohit Paudel,Lumbini Lions (NPL),All-rounder,11,16,0,0,68.75,Yes,lbw b Erasmus,1,9,2,0,9.00,2,0,0,11,2025-11-25,"Tribhuvan University International Cricket Ground, Kirtipur","Lumbini Lions (NPL)","Kathmandu Gorkhas (NPL)",Loss,"Lumbini Lions (NPL)",Field
Gulbadin Naib,Lumbini Lions (NPL),All-rounder,11,6,1,1,183.33,Yes,c Erasmus b Shahab Alam,3,20,2,0,6.66,1,0,0,11,2025-11-25,"Tribhuvan University International Cricket Ground, Kirtipur","Lumbini Lions (NPL)","Kathmandu Gorkhas (NPL)",Loss,"Lumbini Lions (NPL)",Field
Dilip Nath,Lumbini Lions (NPL),Wicket-keeper,25,33,1,1,75.75,Yes,c Shahab Alam b Karan KC,0,0,0,0,0,1,0,0,11,2025-11-25,"Tribhuvan University International Cricket Ground, Kirtipur","Lumbini Lions (NPL)","Kathmandu Gorkhas (NPL)",Loss,"Lumbini Lions (NPL)",Field
JJ Smit,Lumbini Lions (NPL),All-rounder,8,7,1,0,114.28,Yes,c Shahab Alam b Santosh Yadav,0,0,0,0,0,1,0,0,11,2025-11-25,"Tribhuvan University International Cricket Ground, Kirtipur","Lumbini Lions (NPL)","Kathmandu Gorkhas (NPL)",Loss,"Lumbini Lions (NPL)",Field
Sumit Maharjan,Lumbini Lions (NPL),Batsman,0,1,0,0,0.00,Yes,run out (Shahab Alam),0,0,0,0,0,0,1,0,11,2025-11-25,"Tribhuvan University International Cricket Ground, Kirtipur","Lumbini Lions (NPL)","Kathmandu Gorkhas (NPL)",Loss,"Lumbini Lions (NPL)",Field
Ruben Trumpelmann,Lumbini Lions (NPL),Bowler,5,3,1,0,166.66,Yes,c Rashid Khan b Erasmus,4,43,2,0,10.75,0,0,0,11,2025-11-25,"Tribhuvan University International Cricket Ground, Kirtipur","Lumbini Lions (NPL)","Kathmandu Gorkhas (NPL)",Loss,"Lumbini Lions (NPL)",Field
Sher Malla,Lumbini Lions (NPL),Bowler,27,18,0,3,150.00,Yes,run out (sub B Sharki/†Charlesworth),4,33,2,0,8.25,4,2,0,11,2025-11-25,"Tribhuvan University International Cricket Ground, Kirtipur","Lumbini Lions (NPL)","Kathmandu Gorkhas (NPL)",Loss,"Lumbini Lions (NPL)",Field
Abhishesh Gautam,Lumbini Lions (NPL),Bowler,4,8,0,0,50.00,Yes,c Karan KC b Rashid Khan,2,22,0,0,11.00,0,0,0,11,2025-11-25,"Tribhuvan University International Cricket Ground, Kirtipur","Lumbini Lions (NPL)","Kathmandu Gorkhas (NPL)",Loss,"Lumbini Lions (NPL)",Field
Tilak Bhandari,Lumbini Lions (NPL),Bowler,6,8,1,0,75.00,No,not out,3,14,0,0,4.66,0,0,0,11,2025-11-25,"Tribhuvan University International Cricket Ground, Kirtipur","Lumbini Lions (NPL)","Kathmandu Gorkhas (NPL)",Loss,"Lumbini Lions (NPL)",Field

