player_name,team,player_role,runs_scored,balls_faced,fours,sixes,strike_rate,out_status,dismissal_type,overs_bowled,runs_conceded,wickets_taken,maidens,economy_rate,catches,run_outs,stumpings,match_id,match_date,venue,batting_team,opposition,match_result,toss_winner,toss_decision
Dinesh Kharel,Pokhara Avengers (NPL),Batsman,26,19,4,1,136.84,Yes,b Thakuri,0,0,0,0,0,0,0,0,17,2024-12-10,"Tribhuvan University International Cricket Ground, Kirtipur","Pokhara Avengers (NPL)","Karnali Yaks (NPL)",Loss,"Pokhara Avengers (NPL)",Bat
Andries Gous,Pokhara Avengers (NPL),Wicket-keeper,25,12,4,1,208.33,Yes,c Bosisto b Sharma,0,0,0,0,0,0,0,0,17,2024-12-10,"Tribhuvan University International Cricket Ground, Kirtipur","Pokhara Avengers (NPL)","Karnali Yaks (NPL)",Loss,"Pokhara Avengers (NPL)",Bat
Kushal Bhurtel,Pokhara Avengers (NPL),All-rounder,10,11,0,1,90.90,Yes,c & b Bosisto,1,14,1,0,14.00,0,0,0,17,2024-12-10,"Tribhuvan University International Cricket Ground, Kirtipur","Pokhara Avengers (NPL)","Karnali Yaks (NPL)",Loss,"Pokhara Avengers (NPL)",Bat
Raymon Reifer,Pokhara Avengers (NPL),All-rounder,20,26,0,0,76.92,Yes,c †Walton b Bosisto,2,7,0,0,3.50,0,0,0,17,2024-12-10,"Tribhuvan University International Cricket Ground, Kirtipur","Pokhara Avengers (NPL)","Karnali Yaks (NPL)",Loss,"Pokhara Avengers (NPL)",Bat
Matt Critchley,Pokhara Avengers (NPL),All-rounder,0,9,0,0,0.00,Yes,b Bosisto,2,20,0,0,10.00,0,0,0,17,2024-12-10,"Tribhuvan University International Cricket Ground, Kirtipur","Pokhara Avengers (NPL)","Karnali Yaks (NPL)",Loss,"Pokhara Avengers (NPL)",Bat
Dilip Nath,Pokhara Avengers (NPL),Batsman,3,5,0,0,60.00,Yes,c Gharti b Bosisto,0,0,0,0,0,0,0,0,17,2024-12-10,"Tribhuvan University International Cricket Ground, Kirtipur","Pokhara Avengers (NPL)","Karnali Yaks (NPL)",Loss,"Pokhara Avengers (NPL)",Bat
Michael Leask,Pokhara Avengers (NPL),All-rounder,2,2,0,0,100.00,Yes,b Bosisto,3,25,0,1,8.33,0,0,0,17,2024-12-10,"Tribhuvan University International Cricket Ground, Kirtipur","Pokhara Avengers (NPL)","Karnali Yaks (NPL)",Loss,"Pokhara Avengers (NPL)",Bat
Narayan Joshi,Pokhara Avengers (NPL),All-rounder,1,2,0,0,50.00,Yes,lbw b Bosisto,0,0,0,0,0,0,0,0,17,2024-12-10,"Tribhuvan University International Cricket Ground, Kirtipur","Pokhara Avengers (NPL)","Karnali Yaks (NPL)",Loss,"Pokhara Avengers (NPL)",Bat
Bipin Khatri,Pokhara Avengers (NPL),Bowler,10,9,0,1,111.11,Yes,run out (Thakuri),3,12,1,1,4.00,0,1,0,17,2024-12-10,"Tribhuvan University International Cricket Ground, Kirtipur","Pokhara Avengers (NPL)","Karnali Yaks (NPL)",Loss,"Pokhara Avengers (NPL)",Bat
Aakash Chand,Pokhara Avengers (NPL),Bowler,1,3,0,0,33.33,Yes,lbw b Sompal Kami,0,0,0,0,0,0,0,0,17,2024-12-10,"Tribhuvan University International Cricket Ground, Kirtipur","Pokhara Avengers (NPL)","Karnali Yaks (NPL)",Loss,"Pokhara Avengers (NPL)",Bat
Sagar Dhakal,Pokhara Avengers (NPL),Bowler,0,1,0,0,0.00,No,not out,4,24,1,0,6.00,0,0,0,17,2024-12-10,"Tribhuvan University International Cricket Ground, Kirtipur","Pokhara Avengers (NPL)","Karnali Yaks (NPL)",Loss,"Pokhara Avengers (NPL)",Bat
Dev Khanal,Karnali Yaks (NPL),Batsman,0,3,0,0,0.00,Yes,lbw b Bipin Khatri,0,0,0,0,0,0,0,0,17,2024-12-10,"Tribhuvan University International Cricket Ground, Kirtipur","Karnali Yaks (NPL)","Pokhara Avengers (NPL)",Win,"Pokhara Avengers (NPL)",Bat
