player_name,team,player_role,runs_scored,balls_faced,fours,sixes,strike_rate,out_status,dismissal_type,overs_bowled,runs_conceded,wickets_taken,maidens,economy_rate,catches,run_outs,stumpings,match_id,match_date,venue,batting_team,opposition,match_result,toss_winner,toss_decision
Babar Hayat,Karnali Yaks (NPL),Batsman,13,9,3,0,144.44,Yes,c Bohara b Kuggeleijn,0,0,0,0,0,0,0,0,28,2024-12-16,"Tribhuvan University International Cricket Ground, Kirtipur","Karnali Yaks (NPL)","Sudur Paschim Royals (NPL)",Loss,"Sudur Paschim Royals (NPL)",Field
Rit Gautam,Karnali Yaks (NPL),Batsman,0,3,0,0,0.00,Yes,b Harmeet Singh,0,0,0,0,0,0,0,0,28,2024-12-16,"Tribhuvan University International Cricket Ground, Kirtipur","Karnali Yaks (NPL)","Sudur Paschim Royals (NPL)",Loss,"Sudur Paschim Royals (NPL)",Field
Chadwick Walton,Karnali Yaks (NPL),Wicket-keeper,11,16,1,0,68.75,Yes,lbw b Zaib,0,0,0,0,0,2,0,0,28,2024-12-16,"Tribhuvan University International Cricket Ground, Kirtipur","Karnali Yaks (NPL)","Sudur Paschim Royals (NPL)",Loss,"Sudur Paschim Royals (NPL)",Field
Dev Khanal,Karnali Yaks (NPL),Batsman,7,12,1,0,58.33,Yes,run out (Airee/Harmeet Singh),0,0,0,0,0,0,1,0,28,2024-12-16,"Tribhuvan University International Cricket Ground, Kirtipur","Karnali Yaks (NPL)","Sudur Paschim Royals (NPL)",Loss,"Sudur Paschim Royals (NPL)",Field
William Bosisto,Karnali Yaks (NPL),All-rounder,16,24,1,0,66.66,Yes,c Kuggeleijn b Airee,4,30,0,0,7.50,0,0,0,28,2024-12-16,"Tribhuvan University International Cricket Ground, Kirtipur","Karnali Yaks (NPL)","Sudur Paschim Royals (NPL)",Loss,"Sudur Paschim Royals (NPL)",Field
Zeeshan Maqsood,Karnali Yaks (NPL),All-rounder,30,35,4,0,85.71,Yes,c McMullen b Airee,4,14,0,0,3.50,0,0,0,28,2024-12-16,"Tribhuvan University International Cricket Ground, Kirtipur","Karnali Yaks (NPL)","Sudur Paschim Royals (NPL)",Loss,"Sudur Paschim Royals (NPL)",Field
Gulsan Jha,Karnali Yaks (NPL),All-rounder,2,2,0,0,100.00,Yes,run out (Airee),0,0,0,0,0,0,0,0,28,2024-12-16,"Tribhuvan University International Cricket Ground, Kirtipur","Karnali Yaks (NPL)","Sudur Paschim Royals (NPL)",Loss,"Sudur Paschim Royals (NPL)",Field
Sompal Kami,Karnali Yaks (NPL),All-rounder,11,9,2,0,122.22,Yes,c Pandey b Kuggeleijn,2.2,20,1,0,8.57,0,0,0,28,2024-12-16,"Tribhuvan University International Cricket Ground, Kirtipur","Karnali Yaks (NPL)","Sudur Paschim Royals (NPL)",Loss,"Sudur Paschim Royals (NPL)",Field
Arjun Gharti,Karnali Yaks (NPL),Bowler,3,5,0,0,60.00,No,not out,0,0,0,0,0,0,0,0,28,2024-12-16,"Tribhuvan University International Cricket Ground, Kirtipur","Karnali Yaks (NPL)","Sudur Paschim Royals (NPL)",Loss,"Sudur Paschim Royals (NPL)",Field
Nandan Yadav,Karnali Yaks (NPL),Bowler,0,3,0,0,0.00,Yes,c McMullen b Harmeet Singh,2,18,1,0,9.00,0,0,0,28,2024-12-16,"Tribhuvan University International Cricket Ground, Kirtipur","Karnali Yaks (NPL)","Sudur Paschim Royals (NPL)",Loss,"Sudur Paschim Royals (NPL)",Field
Bipin Sharma,Karnali Yaks (NPL),Bowler,0,2,0,0,0.00,Yes,st †Bhandari b Harmeet Singh,3,22,1,0,7.33,0,0,0,28,2024-12-16,"Tribhuvan University International Cricket Ground, Kirtipur","Karnali Yaks (NPL)","Sudur Paschim Royals (NPL)",Loss,"Sudur Paschim Royals (NPL)",Field
Saif Zaib,Sudur Paschim Royals (NPL),All-rounder,11,13,2,0,84.61,Yes,lbw b Sompal Kami,4,14,1,0,3.50,0,0,0,28,2024-12-16,"Tribhuvan University International Cricket Ground, Kirtipur","Sudur Paschim Royals (NPL)","Karnali Yaks (NPL)",Win,"Sudur Paschim Royals (NPL)",Field
Binod Bhandari,Sudur Paschim Royals (NPL),Wicket-keeper,4,5,1,0,80.00,Yes,lbw b Sharma,0,0,0,0,0,1,0,1,28,2024-12-16,"Tribhuvan University International Cricket Ground, Kirtipur","Sudur Paschim Royals (NPL)","Karnali Yaks (NPL)",Win,"Sudur Paschim Royals (NPL)",Field
Brandon McMullen,Sudur Paschim Royals (NPL),All-rounder,3,6,0,0,50.00,Yes,run out (Sharma/†Walton),2,6,0,0,3.00,2,0,0,28,2024-12-16,"Tribhuvan University International Cricket Ground, Kirtipur","Sudur Paschim Royals (NPL)","Karnali Yaks (NPL)",Win,"Sudur Paschim Royals (NPL)",Field
Ishan Pandey,Sudur Paschim Royals (NPL),Batsman,38,36,4,0,105.55,No,not out,0,0,0,0,0,1,0,0,28,2024-12-16,"Tribhuvan University International Cricket Ground, Kirtipur","Sudur Paschim Royals (NPL)","Karnali Yaks (NPL)",Win,"Sudur Paschim Royals (NPL)",Field
Dipendra Singh Airee,Sudur Paschim Royals (NPL),All-rounder,38,29,4,1,131.03,Yes,c †Walton b Yadav,4,20,2,0,5.00,0,2,0,28,2024-12-16,"Tribhuvan University International Cricket Ground, Kirtipur","Sudur Paschim Royals (NPL)","Karnali Yaks (NPL)",Win,"Sudur Paschim Royals (NPL)",Field
Aarif Sheikh,Sudur Paschim Royals (NPL),Batsman,4,3,1,0,133.33,No,not out,0,0,0,0,0,0,0,0,28,2024-12-16,"Tribhuvan University International Cricket Ground, Kirtipur","Sudur Paschim Royals (NPL)","Karnali Yaks (NPL)",Win,"Sudur Paschim Royals (NPL)",Field
Harmeet Singh,Sudur Paschim Royals (NPL),All-rounder,0,0,0,0,0,No,did not bat,4,17,3,0,4.25,0,1,0,28,2024-12-16,"Tribhuvan University International Cricket Ground, Kirtipur","Sudur Paschim Royals (NPL)","Karnali Yaks (NPL)",Win,"Sudur Paschim Royals (NPL)",Field
Scott Kuggeleijn,Sudur Paschim Royals (NPL),All-rounder,0,0,0,0,0,No,did not bat,4,29,2,0,7.25,2,0,0,28,2024-12-16,"Tribhuvan University International Cricket Ground, Kirtipur","Sudur Paschim Royals (NPL)","Karnali Yaks (NPL)",Win,"Sudur Paschim Royals (NPL)",Field
Naresh Budayair,Sudur Paschim Royals (NPL),Batsman,0,0,0,0,0,No,did not bat,0,0,0,0,0,1,0,0,28,2024-12-16,"Tribhuvan University International Cricket Ground, Kirtipur","Sudur Paschim Royals (NPL)","Karnali Yaks (NPL)",Win,"Sudur Paschim Royals (NPL)",Field
Naren Saud,Sudur Paschim Royals (NPL),All-rounder,0,0,0,0,0,No,did not bat,0,0,0,0,0,0,0,0,28,2024-12-16,"Tribhuvan University International Cricket Ground, Kirtipur","Sudur Paschim Royals (NPL)","Karnali Yaks (NPL)",Win,"Sudur Paschim Royals (NPL)",Field
