player_name,team,player_role,runs_scored,balls_faced,fours,sixes,strike_rate,out_status,dismissal_type,overs_bowled,runs_conceded,wickets_taken,maidens,economy_rate,catches,run_outs,stumpings,match_id,match_date,venue,batting_team,opposition,match_result,toss_winner,toss_decision
Jaykishan Kolsawala,Karnali Yaks (NPL),Batsman,53,39,6,2,135.89,Yes,c Vesawkar b Bopara,0,0,0,0,0,0,0,0,29,2024-12-18,"Tribhuvan University International Cricket Ground, Kirtipur","Karnali Yaks (NPL)","Chitwan Rhinos (NPL)",Win,"Chitwan Rhinos (NPL)",Field
Rit Gautam,Karnali Yaks (NPL),Batsman,0,1,0,0,0.00,Yes,c †Rawal b Sohail Tanvir,0,0,0,0,0,0,0,0,29,2024-12-18,"Tribhuvan University International Cricket Ground, Kirtipur","Karnali Yaks (NPL)","Chitwan Rhinos (NPL)",Win,"Chitwan Rhinos (NPL)",Field
Zeeshan Maqsood,Karnali Yaks (NPL),All-rounder,14,12,1,1,116.66,Yes,c Kumar b Vesawkar,4,26,3,0,6.50,0,0,0,29,2024-12-18,"Tribhuvan University International Cricket Ground, Kirtipur","Karnali Yaks (NPL)","Chitwan Rhinos (NPL)",Win,"Chitwan Rhinos (NPL)",Field
William Bosisto,Karnali Yaks (NPL),All-rounder,52,39,3,2,133.33,Yes,b Sohail Tanvir,3,20,0,0,6.66,0,0,0,29,2024-12-18,"Tribhuvan University International Cricket Ground, Kirtipur","Karnali Yaks (NPL)","Chitwan Rhinos (NPL)",Win,"Chitwan Rhinos (NPL)",Field
Gulsan Jha,Karnali Yaks (NPL),All-rounder,0,3,0,0,0.00,Yes,b Kushal Malla,1,7,0,0,7.00,4,1,0,29,2024-12-18,"Tribhuvan University International Cricket Ground, Kirtipur","Karnali Yaks (NPL)","Chitwan Rhinos (NPL)",Win,"Chitwan Rhinos (NPL)",Field
Chadwick Walton,Karnali Yaks (NPL),Wicket-keeper,46,23,4,3,200.00,No,not out,0,0,0,0,0,0,0,0,29,2024-12-18,"Tribhuvan University International Cricket Ground, Kirtipur","Karnali Yaks (NPL)","Chitwan Rhinos (NPL)",Win,"Chitwan Rhinos (NPL)",Field
Dev Khanal,Karnali Yaks (NPL),Batsman,3,3,0,0,100.00,Yes,run out (†Rawal),2,22,0,0,11.00,1,1,0,29,2024-12-18,"Tribhuvan University International Cricket Ground, Kirtipur","Karnali Yaks (NPL)","Chitwan Rhinos (NPL)",Win,"Chitwan Rhinos (NPL)",Field
Sompal Kami,Karnali Yaks (NPL),All-rounder,0,1,0,0,0.00,No,not out,3,22,2,0,7.33,0,0,0,29,2024-12-18,"Tribhuvan University International Cricket Ground, Kirtipur","Karnali Yaks (NPL)","Chitwan Rhinos (NPL)",Win,"Chitwan Rhinos (NPL)",Field
Arjun Gharti,Karnali Yaks (NPL),Bowler,0,0,0,0,0,No,did not bat,0,0,0,0,0,0,0,0,29,2024-12-18,"Tribhuvan University International Cricket Ground, Kirtipur","Karnali Yaks (NPL)","Chitwan Rhinos (NPL)",Win,"Chitwan Rhinos (NPL)",Field
Nandan Yadav,Karnali Yaks (NPL),Bowler,0,0,0,0,0,No,did not bat,3,28,2,0,9.33,0,1,0,29,2024-12-18,"Tribhuvan University International Cricket Ground, Kirtipur","Karnali Yaks (NPL)","Chitwan Rhinos (NPL)",Win,"Chitwan Rhinos (NPL)",Field
Bipin Sharma,Karnali Yaks (NPL),Bowler,0,0,0,0,0,No,did not bat,4,27,1,0,6.75,0,0,0,29,2024-12-18,"Tribhuvan University International Cricket Ground, Kirtipur","Karnali Yaks (NPL)","Chitwan Rhinos (NPL)",Win,"Chitwan Rhinos (NPL)",Field
Hassan Eisakhil,Chitwan Rhinos (NPL),Batsman,1,2,0,0,50.00,Yes,c Gulsan Jha b Sompal Kami,0,0,0,0,0,0,0,0,29,2024-12-18,"Tribhuvan University International Cricket Ground, Kirtipur","Chitwan Rhinos (NPL)","Karnali Yaks (NPL)",Loss,"Chitwan Rhinos (NPL)",Field
Bipin Rawal,Chitwan Rhinos (NPL),Wicket-keeper,18,10,4,0,180.00,Yes,c Gulsan Jha b Sompal Kami,0,0,0,0,0,2,0,0,29,2024-12-18,"Tribhuvan University International Cricket Ground, Kirtipur","Chitwan Rhinos (NPL)","Karnali Yaks (NPL)",Loss,"Chitwan Rhinos (NPL)",Field
Luc Benkenstein,Chitwan Rhinos (NPL),Batsman,16,13,1,1,123.07,Yes,b Zeeshan Maqsood,0,0,0,0,0,0,0,0,29,2024-12-18,"Tribhuvan University International Cricket Ground, Kirtipur","Chitwan Rhinos (NPL)","Karnali Yaks (NPL)",Loss,"Chitwan Rhinos (NPL)",Field
Kushal Malla,Chitwan Rhinos (NPL),All-rounder,21,24,0,1,87.50,Yes,b Sharma,2,21,1,0,10.50,0,0,0,29,2024-12-18,"Tribhuvan University International Cricket Ground, Kirtipur","Chitwan Rhinos (NPL)","Karnali Yaks (NPL)",Loss,"Chitwan Rhinos (NPL)",Field
Ravi Bopara,Chitwan Rhinos (NPL),All-rounder,53,34,3,4,155.88,Yes,c Gulsan Jha b Yadav,2,8,1,0,4.00,0,0,0,29,2024-12-18,"Tribhuvan University International Cricket Ground, Kirtipur","Chitwan Rhinos (NPL)","Karnali Yaks (NPL)",Loss,"Chitwan Rhinos (NPL)",Field
Santosh Karki,Chitwan Rhinos (NPL),Batsman,8,15,0,0,53.33,Yes,c Gulsan Jha b Zeeshan Maqsood,0,0,0,0,0,0,0,0,29,2024-12-18,"Tribhuvan University International Cricket Ground, Kirtipur","Chitwan Rhinos (NPL)","Karnali Yaks (NPL)",Loss,"Chitwan Rhinos (NPL)",Field
Sohail Tanvir,Chitwan Rhinos (NPL),All-rounder,4,3,1,0,133.33,Yes,c Khanal b Zeeshan Maqsood,4,24,2,0,6.00,0,0,0,29,2024-12-18,"Tribhuvan University International Cricket Ground, Kirtipur","Chitwan Rhinos (NPL)","Karnali Yaks (NPL)",Loss,"Chitwan Rhinos (NPL)",Field
Amar Routela,Chitwan Rhinos (NPL),All-rounder,9,5,0,1,180.00,Yes,b Yadav,3,17,0,0,5.66,0,0,0,29,2024-12-18,"Tribhuvan University International Cricket Ground, Kirtipur","Chitwan Rhinos (NPL)","Karnali Yaks (NPL)",Loss,"Chitwan Rhinos (NPL)",Field
Sharad Vesawkar,Chitwan Rhinos (NPL),Batsman,10,10,1,0,100.00,No,not out,4,37,1,0,9.25,1,0,0,29,2024-12-18,"Tribhuvan University International Cricket Ground, Kirtipur","Chitwan Rhinos (NPL)","Karnali Yaks (NPL)",Loss,"Chitwan Rhinos (NPL)",Field
Rijan Dhakal,Chitwan Rhinos (NPL),Bowler,7,4,1,0,175.00,Yes,run out (Yadav),4,44,0,0,11.00,0,0,0,29,2024-12-18,"Tribhuvan University International Cricket Ground, Kirtipur","Chitwan Rhinos (NPL)","Karnali Yaks (NPL)",Loss,"Chitwan Rhinos (NPL)",Field
Ranjit Kumar,Chitwan Rhinos (NPL),Bowler,0,0,0,0,0,No,not out,1,18,0,0,18.00,1,0,0,29,2024-12-18,"Tribhuvan University International Cricket Ground, Kirtipur","Chitwan Rhinos (NPL)","Karnali Yaks (NPL)",Loss,"Chitwan Rhinos (NPL)",Field

